company_name,operation_in_CA,operation_reasoning,trader_in_CA,trader_reasoning,google_link
Forge First Asset Management,1.0,"My knowledge base confirms that Forge First Asset Management operates in Canada, as it is a Canadian-based investment management firm.",,,https://www.google.com/search?q=Forge%20First%20Asset%20Management+careers
Gryphon Investment Counsel,1.0,"My knowledge base confirms that Gryphon Investment Counsel operates in Canada, specifically providing investment management services. They are based in Canada and cater to Canadian clients, which solidifies their presence in the country.",,,https://www.google.com/search?q=Gryphon%20Investment%20Counsel+careers
Greystone Managed Investments,1.0,"My knowledge base confirms that Greystone Managed Investments is a Canadian investment management firm based in Regina, Saskatchewan. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Greystone%20Managed%20Investments+careers
Hillsdale Investment Management,1.0,"My knowledge base confirms that Hillsdale Investment Management operates in Canada. The firm is based in Toronto and provides investment management services, indicating a clear presence in the Canadian financial market.",,,https://www.google.com/search?q=Hillsdale%20Investment%20Management+careers
Montrusco Bolton Investments,1.0,"My knowledge base confirms that Montrusco Bolton Investments is a Canadian investment management firm based in Montreal, Quebec. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Montrusco%20Bolton%20Investments+careers
Barometer Capital Management,1.0,"My knowledge base confirms that Barometer Capital Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Barometer%20Capital%20Management+careers
PenderFund Capital Management,1.0,"My knowledge base confirms that PenderFund Capital Management is a Canadian investment management firm based in Vancouver, British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=PenderFund%20Capital%20Management+careers
Matco Financial,1.0,"My knowledge base confirms that Matco Financial operates in Canada, providing investment management services and financial solutions to clients within the country.",,,https://www.google.com/search?q=Matco%20Financial+careers
Gluskin Sheff + Associates,1.0,"My knowledge base confirms that Gluskin Sheff + Associates is a Canadian investment management firm based in Toronto, Ontario. They provide wealth management and investment services primarily to high-net-worth individuals and institutions in Canada.",,,https://www.google.com/search?q=Gluskin%20Sheff%20%2B%20Associates+careers
Tetrem Capital Management,1.0,"My knowledge base confirms that Tetrem Capital Management is a Canadian investment management firm based in Winnipeg, Manitoba. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Tetrem%20Capital%20Management+careers
Galileo Global Equity Advisors,1.0,"My knowledge base confirms that Galileo Global Equity Advisors operates in Canada, specifically in the investment management sector. They are based in Canada and provide services to Canadian clients.",,,https://www.google.com/search?q=Galileo%20Global%20Equity%20Advisors+careers
Palos Management,1.0,"My knowledge base confirms that Palos Management operates in Canada. It is a Canadian investment management firm based in Montreal, specializing in various investment strategies and services.",,,https://www.google.com/search?q=Palos%20Management+careers
Aberdeen Standard Investments,1.0,"My knowledge base confirms that Aberdeen Standard Investments operates in Canada. The company has a presence in various global markets, including Canada, where it offers investment management services.",,,https://www.google.com/search?q=Aberdeen%20Standard%20Investments+careers
"BlackRock (originally U.S., but operates heavily in Europe)",1.0,"My knowledge base confirms that BlackRock operates in Canada, providing investment management services and having a significant presence in the Canadian financial market.",,,https://www.google.com/search?q=BlackRock%20%28originally%20U.S.%2C%20but%20operates%20heavily%20in%20Europe%29+careers
Aviva Investors,1.0,"My knowledge base confirms that Aviva Investors operates in Canada, as it is part of Aviva plc, which has a presence in the Canadian market through its various financial services and investment management offerings.",,,https://www.google.com/search?q=Aviva%20Investors+careers
AXA Investment Managers,1.0,"My knowledge base confirms that AXA Investment Managers operates in Canada, as part of the broader AXA Group, which has a presence in various financial services sectors, including investment management, across multiple countries, including Canada.",,,https://www.google.com/search?q=AXA%20Investment%20Managers+careers
BNP Paribas Asset Management,1.0,"My knowledge base confirms that BNP Paribas operates in Canada, including its asset management division. BNP Paribas is a global financial services company with a presence in various countries, including Canada, where it provides a range of financial services, including asset management.",,,https://www.google.com/search?q=BNP%20Paribas%20Asset%20Management+careers
Allianz Global Investors,1.0,"My knowledge base confirms that Allianz Global Investors operates in Canada, providing investment management services. Allianz is a well-established global financial services company with a presence in multiple countries, including Canada.",,,https://www.google.com/search?q=Allianz%20Global%20Investors+careers
Deutsche Bank Asset Management,1.0,"My knowledge base confirms that Deutsche Bank operates in Canada, including its asset management division. The bank has a presence in major Canadian cities and offers a range of financial services, including asset management.",,,https://www.google.com/search?q=Deutsche%20Bank%20Asset%20Management+careers
Credit Suisse Asset Management,1.0,"My knowledge base confirms that Credit Suisse operates in Canada, including its asset management division. Credit Suisse has a presence in various financial markets globally, and Canada is one of the countries where they have established operations.",,,https://www.google.com/search?q=Credit%20Suisse%20Asset%20Management+careers
UBS Asset Management,1.0,"My knowledge base confirms that UBS operates in Canada, including its asset management division. UBS is a global financial services company with a presence in various countries, including Canada, where it provides a range of financial services and investment management solutions.",,,https://www.google.com/search?q=UBS%20Asset%20Management+careers
"Sun Life Financial (similar to Manulife, with a strong presence in Asia)",1.0,"My knowledge base confirms that Sun Life Financial is a major financial services company operating in Canada. It is headquartered in Toronto and offers a range of financial products and services, including insurance and investment solutions, primarily in Canada and also has a strong presence in Asia and the United States.",,,https://www.google.com/search?q=Sun%20Life%20Financial%20%28similar%20to%20Manulife%2C%20with%20a%20strong%20presence%20in%20Asia%29+careers
Trez Capital,1.0,"My knowledge base confirms that Trez Capital operates in Canada, as it is a Canadian-based real estate investment firm that focuses on providing financing solutions and investment opportunities within the Canadian market.",,,https://www.google.com/search?q=Trez%20Capital+careers
NorthWest Healthcare Properties REIT,1.0,"My knowledge base confirms that NorthWest Healthcare Properties REIT operates in Canada. It is a Canadian real estate investment trust that focuses on healthcare properties, primarily in Canada and Australia.",,,https://www.google.com/search?q=NorthWest%20Healthcare%20Properties%20REIT+careers
Bonnefield Financial,1.0,"My knowledge base confirms that Bonnefield Financial operates in Canada, specifically focusing on agricultural investments and farmland management within the country.",,,https://www.google.com/search?q=Bonnefield%20Financial+careers
Prime Quadrant,1.0,"My knowledge base confirms that Prime Quadrant operates in Canada, specifically providing wealth management and investment services to high-net-worth individuals and families.",,,https://www.google.com/search?q=Prime%20Quadrant+careers
Barometer Capital Management,1.0,"My knowledge base confirms that Barometer Capital Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Barometer%20Capital%20Management+careers
Provisus Wealth Management,1.0,"My knowledge base confirms that Provisus Wealth Management operates in Canada, providing investment management and financial advisory services to clients within the country.",,,https://www.google.com/search?q=Provisus%20Wealth%20Management+careers
Forum Asset Management,1.0,"My knowledge base confirms that Forum Asset Management operates in Canada, specifically focusing on investment management services for Canadian clients.",,,https://www.google.com/search?q=Forum%20Asset%20Management+careers
Starlight Investments,1.0,"My knowledge base confirms that Starlight Investments operates in Canada, focusing on real estate investment and management. They have a significant presence in the Canadian market, making it clear that they are actively operating within the country.",,,https://www.google.com/search?q=Starlight%20Investments+careers
Cougar Global Investments,1.0,"My knowledge base confirms that Cougar Global Investments operates in Canada, as it is a Canadian-based investment management firm specializing in global investment strategies.",,,https://www.google.com/search?q=Cougar%20Global%20Investments+careers
GFI Investment Counsel,1.0,"My knowledge base confirms that GFI Investment Counsel operates in Canada, specifically providing investment management services. They are known to have a presence in the Canadian financial market.",,,https://www.google.com/search?q=GFI%20Investment%20Counsel+careers
Arrow Capital Management,1.0,"My knowledge base confirms that Arrow Capital Management operates in Canada. It is a Canadian investment management firm that provides various financial services, including asset management, primarily focused on Canadian clients and markets.",,,https://www.google.com/search?q=Arrow%20Capital%20Management+careers
First Avenue Investment Counsel,1.0,"My knowledge base confirms that First Avenue Investment Counsel operates in Canada, specifically providing investment management services to Canadian clients.",,,https://www.google.com/search?q=First%20Avenue%20Investment%20Counsel+careers
Equitable Bank Wealth Management,1.0,"My knowledge base confirms that Equitable Bank operates in Canada, including its wealth management services. Equitable Bank is a Canadian financial institution, and its wealth management division is part of its offerings within the country.",,,https://www.google.com/search?q=Equitable%20Bank%20Wealth%20Management+careers
TriWest Capital Partners,1.0,"My knowledge base confirms that TriWest Capital Partners operates in Canada, specifically focusing on private equity investments within the Canadian market.",,,https://www.google.com/search?q=TriWest%20Capital%20Partners+careers
Romspen Investment Corporation,1.0,My knowledge base confirms that Romspen Investment Corporation is a Canadian company that specializes in real estate lending and investment. It operates primarily in Canada and has a significant presence in the Canadian financial market.,,,https://www.google.com/search?q=Romspen%20Investment%20Corporation+careers
Bloom Investment Counsel,1.0,"My knowledge base confirms that Bloom Investment Counsel operates in Canada, specifically providing investment management services to clients within the country.",,,https://www.google.com/search?q=Bloom%20Investment%20Counsel+careers
Canoe Financial,1.0,"My knowledge base confirms that Canoe Financial is a Canadian investment management firm that operates in Canada, providing various financial services and investment products to clients across the country.",,,https://www.google.com/search?q=Canoe%20Financial+careers
Bloom Burton & Co.,1.0,"My knowledge base confirms that Bloom Burton & Co. operates in Canada, specifically focusing on investment banking and asset management within the healthcare sector. They are based in Toronto, which solidifies their presence in the Canadian financial market.",,,https://www.google.com/search?q=Bloom%20Burton%20%26%20Co.+careers
Brookfield Renewable Partners,1.0,"My knowledge base confirms that Brookfield Renewable Partners operates in Canada. It is part of Brookfield Asset Management, which is headquartered in Toronto, Canada, and has significant investments in renewable energy projects across the country.",,,https://www.google.com/search?q=Brookfield%20Renewable%20Partners+careers
Bloom Investment Counsel,1.0,"My knowledge base confirms that Bloom Investment Counsel operates in Canada, specifically providing investment management services to clients within the country.",,,https://www.google.com/search?q=Bloom%20Investment%20Counsel+careers
Montrusco Bolton,1.0,"My knowledge base confirms that Montrusco Bolton operates in Canada. It is a Canadian investment management firm based in Montreal, specializing in various asset management services.",,,https://www.google.com/search?q=Montrusco%20Bolton+careers
Dundee Corporation,1.0,"My knowledge base confirms that Dundee Corporation is a Canadian company based in Toronto, Ontario. It operates in the financial services sector, including asset management and investment. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Dundee%20Corporation+careers
CC&L Financial Group,1.0,"My knowledge base confirms that CC&L Financial Group, also known as Connor, Clark & Lunn Financial Group, operates in Canada. It is a well-established investment management firm based in Canada, providing a range of financial services and investment solutions.",,,https://www.google.com/search?q=CC%26L%20Financial%20Group+careers
Jarislowsky Fraser Limited,1.0,"My knowledge base confirms that Jarislowsky Fraser Limited is a Canadian investment management firm based in Montreal, Quebec. It operates primarily in Canada, providing investment management services to institutional and private clients.",,,https://www.google.com/search?q=Jarislowsky%20Fraser%20Limited+careers
Lysander Funds Limited,1.0,"My knowledge base confirms that Lysander Funds Limited is a Canadian investment management firm that operates in Canada, providing various investment products and services.",,,https://www.google.com/search?q=Lysander%20Funds%20Limited+careers
Alitis Investment Counsel,1.0,"My knowledge base confirms that Alitis Investment Counsel operates in Canada, specifically providing investment management services to clients in the country.",,,https://www.google.com/search?q=Alitis%20Investment%20Counsel+careers
Slate Asset Management,1.0,"My knowledge base confirms that Slate Asset Management operates in Canada. It is a Canadian-based investment management firm that focuses on real estate and infrastructure investments, and it has a significant presence in the Canadian market.",,,https://www.google.com/search?q=Slate%20Asset%20Management+careers
Timbercreek Asset Management,1.0,"My knowledge base confirms that Timbercreek Asset Management operates in Canada. It is a Canadian-based investment management firm that focuses on real estate and other asset classes, and it has a significant presence in the Canadian market.",,,https://www.google.com/search?q=Timbercreek%20Asset%20Management+careers
Alignvest Capital Management,1.0,"My knowledge base confirms that Alignvest Capital Management operates in Canada. The firm is based in Toronto and is involved in investment management and private equity, making it a significant player in the Canadian financial landscape.",,,https://www.google.com/search?q=Alignvest%20Capital%20Management+careers
Marret Asset Management,1.0,My knowledge base confirms that Marret Asset Management operates in Canada. The firm is based in Toronto and is known for its investment management services within the Canadian market.,,,https://www.google.com/search?q=Marret%20Asset%20Management+careers
Vestcor Inc.,1.0,"My knowledge base confirms that Vestcor Inc. operates in Canada, specifically in New Brunswick. Vestcor is known for providing investment management and pension administration services within Canada.",,,https://www.google.com/search?q=Vestcor%20Inc.+careers
Leith Wheeler Investment Counsel,1.0,"My knowledge base confirms that Leith Wheeler Investment Counsel is a Canadian investment management firm based in Vancouver, British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Leith%20Wheeler%20Investment%20Counsel+careers
Nicola Wealth Management,1.0,"My knowledge base confirms that Nicola Wealth Management is a Canadian company based in Vancouver, British Columbia. It specializes in wealth management services and operates primarily within Canada.",,,https://www.google.com/search?q=Nicola%20Wealth%20Management+careers
Gluskin Sheff + Associates,1.0,"My knowledge base confirms that Gluskin Sheff + Associates is a Canadian investment management firm based in Toronto, Ontario. They provide wealth management services and operate primarily within Canada.",,,https://www.google.com/search?q=Gluskin%20Sheff%20%2B%20Associates+careers
Pavilion Investment House,1.0,"My knowledge base confirms that Pavilion Investment House operates in Canada, specifically providing investment management and advisory services. They have a presence in the Canadian financial market, which supports a score of 1.",,,https://www.google.com/search?q=Pavilion%20Investment%20House+careers
Canaccord Genuity Wealth Management,1.0,"My knowledge base confirms that Canaccord Genuity operates in Canada, including its wealth management division. Canaccord Genuity is a Canadian-based financial services firm with a strong presence in the Canadian market, providing various financial services including wealth management.",,,https://www.google.com/search?q=Canaccord%20Genuity%20Wealth%20Management+careers
Gravitas Securities,1.0,"My knowledge base confirms that Gravitas Securities operates in Canada. It is a Canadian investment firm that provides various financial services, including investment management and advisory services, primarily within the Canadian market.",,,https://www.google.com/search?q=Gravitas%20Securities+careers
Ninepoint Partners,1.0,"My knowledge base confirms that Ninepoint Partners is a Canadian investment management firm based in Toronto, Ontario. They specialize in alternative investments and have a presence in the Canadian financial market.",,,https://www.google.com/search?q=Ninepoint%20Partners+careers
Purpose Investments,1.0,"My knowledge base confirms that Purpose Investments is a Canadian investment management firm based in Toronto, Ontario. It specializes in various investment strategies and products, including ETFs and mutual funds, and is actively operating within Canada.",,,https://www.google.com/search?q=Purpose%20Investments+careers
Horizons ETFs Management,1.0,My knowledge base confirms that Horizons ETFs Management is a Canadian company that specializes in exchange-traded funds (ETFs) and operates within Canada.,,,https://www.google.com/search?q=Horizons%20ETFs%20Management+careers
Evolve ETFs,1.0,My knowledge base confirms that Evolve ETFs is a Canadian company that specializes in exchange-traded funds (ETFs) and operates within Canada.,,,https://www.google.com/search?q=Evolve%20ETFs+careers
3iQ Corp,1.0,"My knowledge base confirms that 3iQ Corp is a Canadian company specializing in cryptocurrency investment funds and operates within Canada. It is known for being one of the first firms to launch a Bitcoin fund in Canada, indicating a strong presence in the Canadian financial market.",,,https://www.google.com/search?q=3iQ%20Corp+careers
Picton Mahoney Asset Management,1.0,"My knowledge base confirms that Picton Mahoney Asset Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Picton%20Mahoney%20Asset%20Management+careers
Nexus Investment Management,1.0,"My knowledge base confirms that Nexus Investment Management operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in providing investment solutions to institutional and private clients.",,,https://www.google.com/search?q=Nexus%20Investment%20Management+careers
Lysander Funds Limited,1.0,"My knowledge base confirms that Lysander Funds Limited operates in Canada, as it is a Canadian investment management firm that offers various mutual funds and investment solutions to Canadian investors.",,,https://www.google.com/search?q=Lysander%20Funds%20Limited+careers
Vancity Investment Management,1.0,"My knowledge base confirms that Vancity Investment Management operates in Canada, specifically as part of Vancity Credit Union, which is based in British Columbia. Vancity is well-known for its focus on sustainable investing and community-oriented financial services within Canada.",,,https://www.google.com/search?q=Vancity%20Investment%20Management+careers
Scheer Rowlett & Associates,1.0,"My knowledge base confirms that Scheer Rowlett & Associates operates in Canada, specifically as a financial advisory and investment management firm based in the country.",,,https://www.google.com/search?q=Scheer%20Rowlett%20%26%20Associates+careers
Jarislowsky Fraser,1.0,"My knowledge base confirms that Jarislowsky Fraser is a Canadian investment management firm headquartered in Montreal, Quebec. It operates primarily in Canada and provides investment management services to institutional and individual clients.",,,https://www.google.com/search?q=Jarislowsky%20Fraser+careers
Starlight Investments,1.0,"My knowledge base confirms that Starlight Investments operates in Canada. The company is known for its real estate investment and management activities within the Canadian market, making it a significant player in the Canadian financial landscape.",,,https://www.google.com/search?q=Starlight%20Investments+careers
Saguenay Strathmore Capital,1.0,"My knowledge base confirms that Saguenay Strathmore Capital operates in Canada, as it is a Canadian investment management firm based in Quebec.",,,https://www.google.com/search?q=Saguenay%20Strathmore%20Capital+careers
Northwater Capital,1.0,"My knowledge base confirms that Northwater Capital operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in alternative investment strategies.",,,https://www.google.com/search?q=Northwater%20Capital+careers
Forstrong Global,1.0,"My knowledge base confirms that Forstrong Global operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in global investment strategies.",,,https://www.google.com/search?q=Forstrong%20Global+careers
Beutel Goodman & Company Ltd.,1.0,"My knowledge base confirms that Beutel Goodman & Company Ltd. is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Beutel%20Goodman%20%26%20Company%20Ltd.+careers
Goodwood Inc.,1.0,"My knowledge base confirms that Goodwood Inc. operates in Canada, specifically as an investment management firm based in Toronto.",,,https://www.google.com/search?q=Goodwood%20Inc.+careers
Nicola Wealth,1.0,"My knowledge base confirms that Nicola Wealth is a Canadian financial services firm based in Vancouver, British Columbia. It specializes in wealth management and investment services, and it operates primarily within Canada.",,,https://www.google.com/search?q=Nicola%20Wealth+careers
Ewing Morris & Co. Investment Partners,1.0,"My knowledge base confirms that Ewing Morris & Co. Investment Partners operates in Canada, specifically focusing on investment management services within the Canadian market.",,,https://www.google.com/search?q=Ewing%20Morris%20%26%20Co.%20Investment%20Partners+careers
Highstreet Asset Management,1.0,"My knowledge base confirms that Highstreet Asset Management operates in Canada. It is a Canadian investment management firm based in London, Ontario, and provides investment solutions to institutional and retail clients in Canada.",,,https://www.google.com/search?q=Highstreet%20Asset%20Management+careers
Lysander Funds,1.0,"My knowledge base confirms that Lysander Funds is a Canadian investment management firm that operates in Canada, offering various mutual funds and investment solutions.",,,https://www.google.com/search?q=Lysander%20Funds+careers
TriDelta Financial,1.0,"My knowledge base confirms that TriDelta Financial operates in Canada, specifically providing financial planning and investment management services to clients in the country.",,,https://www.google.com/search?q=TriDelta%20Financial+careers
QV Investors,1.0,"My knowledge base confirms that QV Investors operates in Canada. They are a Canadian investment management firm based in Calgary, Alberta, and focus on providing investment solutions to clients in Canada.",,,https://www.google.com/search?q=QV%20Investors+careers
Addenda Capital,1.0,"My knowledge base confirms that Addenda Capital is a Canadian investment management firm based in Montreal, Quebec. It operates primarily in Canada, providing investment solutions to institutional and retail clients.",,,https://www.google.com/search?q=Addenda%20Capital+careers
Sagard Holdings,1.0,"My knowledge base confirms that Sagard Holdings operates in Canada. It is a Canadian investment firm with a focus on private equity and venture capital, and it has a significant presence in the Canadian market.",,,https://www.google.com/search?q=Sagard%20Holdings+careers
Crystal Wealth,1.0,"My knowledge base confirms that Crystal Wealth operates in Canada, specifically providing wealth management and financial planning services.",,,https://www.google.com/search?q=Crystal%20Wealth+careers
Bristol Gate Capital Partners,1.0,"My knowledge base confirms that Bristol Gate Capital Partners operates in Canada, as it is a Canadian investment management firm based in Toronto.",,,https://www.google.com/search?q=Bristol%20Gate%20Capital%20Partners+careers
Lawrence Park Asset Management,1.0,"My knowledge base confirms that Lawrence Park Asset Management operates in Canada, specifically focusing on investment management services for institutional and high-net-worth clients.",,,https://www.google.com/search?q=Lawrence%20Park%20Asset%20Management+careers
"Foyston, Gordon & Payne",1.0,"My knowledge base confirms that Foyston, Gordon & Payne is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Foyston%2C%20Gordon%20%26%20Payne+careers
Middlefield Group,1.0,"My knowledge base confirms that Middlefield Group operates in Canada, as it is a Canadian investment management firm based in Toronto.",,,https://www.google.com/search?q=Middlefield%20Group+careers
Avenue Investment Management,1.0,"My knowledge base confirms that Avenue Investment Management operates in Canada, specifically in Toronto, where it provides investment management services.",,,https://www.google.com/search?q=Avenue%20Investment%20Management+careers
Canso Investment Counsel Ltd.,1.0,"My knowledge base confirms that Canso Investment Counsel Ltd. operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in fixed income investments.",,,https://www.google.com/search?q=Canso%20Investment%20Counsel%20Ltd.+careers
Marret Asset Management,1.0,My knowledge base confirms that Marret Asset Management operates in Canada. The firm is based in Toronto and is known for its investment management services within the Canadian market.,,,https://www.google.com/search?q=Marret%20Asset%20Management+careers
Caldwell Investment Management,1.0,"My knowledge base confirms that Caldwell Investment Management operates in Canada. It is a Canadian investment management firm based in Toronto, providing investment solutions and services to clients in Canada.",,,https://www.google.com/search?q=Caldwell%20Investment%20Management+careers
Purpose Investments,1.0,"My knowledge base confirms that Purpose Investments is a Canadian investment management firm based in Toronto, Ontario. It specializes in various investment strategies and products, including ETFs, and is actively operating within Canada.",,,https://www.google.com/search?q=Purpose%20Investments+careers
Polar Asset Management Partners,1.0,"My knowledge base confirms that Polar Asset Management Partners is a Canadian investment management firm based in Toronto, Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Polar%20Asset%20Management%20Partners+careers
Jarislowsky Fraser Global Investment Management,1.0,"My knowledge base confirms that Jarislowsky Fraser operates in Canada, as it is a well-known Canadian investment management firm based in Montreal. The company provides investment management services to a variety of clients, including institutions and high-net-worth individuals, primarily within Canada.",,,https://www.google.com/search?q=Jarislowsky%20Fraser%20Global%20Investment%20Management+careers
Deans Knight Capital Management,1.0,"My knowledge base confirms that Deans Knight Capital Management is a Canadian investment management firm based in Vancouver, British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Deans%20Knight%20Capital%20Management+careers
Hillsdale Investment Management,1.0,"My knowledge base confirms that Hillsdale Investment Management operates in Canada. The firm is based in Toronto and provides investment management services, indicating a strong presence in the Canadian financial market.",,,https://www.google.com/search?q=Hillsdale%20Investment%20Management+careers
Third Eye Capital,1.0,"My knowledge base confirms that Third Eye Capital operates in Canada, as it is a Canadian investment management firm based in Toronto.",,,https://www.google.com/search?q=Third%20Eye%20Capital+careers
Cidel Asset Management,1.0,"My knowledge base confirms that Cidel Asset Management operates in Canada, as it is a Canadian-based investment management firm with a focus on providing services to institutional and high-net-worth clients.",,,https://www.google.com/search?q=Cidel%20Asset%20Management+careers
Integrated Asset Management Corp.,1.0,"My knowledge base confirms that Integrated Asset Management Corp. operates in Canada, as it is a Canadian-based investment management firm.",,,https://www.google.com/search?q=Integrated%20Asset%20Management%20Corp.+careers
Donville Kent Asset Management,1.0,My knowledge base confirms that Donville Kent Asset Management operates in Canada. The firm is based in Canada and provides investment management services to clients within the country.,,,https://www.google.com/search?q=Donville%20Kent%20Asset%20Management+careers
Forge First Asset Management,1.0,"My knowledge base confirms that Forge First Asset Management is a Canadian company that operates in Canada, providing investment management services.",,,https://www.google.com/search?q=Forge%20First%20Asset%20Management+careers
Avenue Investment Management,1.0,"My knowledge base confirms that Avenue Investment Management operates in Canada, specifically in Toronto. They are known for their investment management services within the Canadian market.",,,https://www.google.com/search?q=Avenue%20Investment%20Management+careers
Pembroke Private Wealth Management,1.0,"My knowledge base confirms that Pembroke Private Wealth Management operates in Canada, specifically providing wealth management services to clients in the country.",,,https://www.google.com/search?q=Pembroke%20Private%20Wealth%20Management+careers
Cypress Capital Management,1.0,"My knowledge base confirms that Cypress Capital Management operates in Canada, specifically based in Calgary, Alberta. They provide investment management services and are well-established in the Canadian financial market.",,,https://www.google.com/search?q=Cypress%20Capital%20Management+careers
Westcourt Capital Corporation,1.0,"My knowledge base confirms that Westcourt Capital Corporation operates in Canada, providing investment management and advisory services.",,,https://www.google.com/search?q=Westcourt%20Capital%20Corporation+careers
Husky Energy,1.0,"My knowledge base confirms that Husky Energy is a Canadian-based company, primarily involved in the oil and gas sector. It has operations across Canada, particularly in Alberta and Saskatchewan, as well as in offshore projects in the Atlantic region. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Husky%20Energy+careers
Greystone Managed Investments,1.0,"My knowledge base confirms that Greystone Managed Investments is a Canadian investment management firm based in Regina, Saskatchewan. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Greystone%20Managed%20Investments+careers
Arc Resources,1.0,"My knowledge base confirms that Arc Resources is a Canadian company primarily involved in the exploration and production of oil and natural gas. It is headquartered in Calgary, Alberta, and operates extensively within Canada.",,,https://www.google.com/search?q=Arc%20Resources+careers
TriDelta Investment Counsel,1.0,"My knowledge base confirms that TriDelta Investment Counsel operates in Canada, specifically providing investment management and financial advisory services to clients in the Canadian market.",,,https://www.google.com/search?q=TriDelta%20Investment%20Counsel+careers
EdgePoint Wealth Management,1.0,"My knowledge base confirms that EdgePoint Wealth Management is a Canadian investment management firm based in Toronto, Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=EdgePoint%20Wealth%20Management+careers
Montrusco Bolton Investments,1.0,"My knowledge base confirms that Montrusco Bolton Investments is a Canadian investment management firm based in Montreal, Quebec. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Montrusco%20Bolton%20Investments+careers
Waratah Capital Advisors,1.0,"My knowledge base confirms that Waratah Capital Advisors operates in Canada. The firm is based in Toronto and provides investment management services, indicating a clear presence in the Canadian financial market.",,,https://www.google.com/search?q=Waratah%20Capital%20Advisors+careers
Hexavest Inc.,1.0,"My knowledge base confirms that Hexavest Inc. is a Canadian investment management firm based in Montreal, Quebec. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Hexavest%20Inc.+careers
Canoe Financial,1.0,"My knowledge base confirms that Canoe Financial is a Canadian investment management firm that operates in Canada, providing various financial services and investment products.",,,https://www.google.com/search?q=Canoe%20Financial+careers
Lincluden Investment Management,1.0,"My knowledge base confirms that Lincluden Investment Management is a Canadian investment management firm based in Ontario, Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Lincluden%20Investment%20Management+careers
Guardian Capital Group,1.0,"My knowledge base confirms that Guardian Capital Group operates in Canada. It is a Canadian investment management firm based in Toronto, providing a range of financial services including asset management and investment advisory.",,,https://www.google.com/search?q=Guardian%20Capital%20Group+careers
Fundex Investments,1.0,"My knowledge base confirms that Fundex Investments operates in Canada, providing investment management services and products to Canadian clients.",,,https://www.google.com/search?q=Fundex%20Investments+careers
Westcourt Capital Corporation,1.0,"My knowledge base confirms that Westcourt Capital Corporation operates in Canada, specifically providing investment management and advisory services within the Canadian financial market.",,,https://www.google.com/search?q=Westcourt%20Capital%20Corporation+careers
Montrusco Bolton,1.0,"My knowledge base confirms that Montrusco Bolton operates in Canada, specifically as an investment management firm based in Montreal. They provide a range of investment services and have a presence in the Canadian financial market.",,,https://www.google.com/search?q=Montrusco%20Bolton+careers
GLC Asset Management Group,1.0,"My knowledge base confirms that GLC Asset Management Group operates in Canada. It is a Canadian investment management firm based in Winnipeg, Manitoba, and provides a range of investment solutions to institutional and retail clients in Canada.",,,https://www.google.com/search?q=GLC%20Asset%20Management%20Group+careers
Bridgehouse Asset Managers,1.0,My knowledge base confirms that Bridgehouse Asset Managers operates in Canada. It is a Canadian investment management firm that provides a range of investment solutions and services to clients within the country.,,,https://www.google.com/search?q=Bridgehouse%20Asset%20Managers+careers
Sprucegrove Investment Management,1.0,"My knowledge base confirms that Sprucegrove Investment Management operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in managing equity portfolios for institutional clients.",,,https://www.google.com/search?q=Sprucegrove%20Investment%20Management+careers
"Letko, Brosseau & Associates",1.0,"My knowledge base confirms that Letko, Brosseau & Associates is a Canadian investment management firm based in Montreal, Quebec. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Letko%2C%20Brosseau%20%26%20Associates+careers
Polar Asset Management Partners,1.0,"My knowledge base confirms that Polar Asset Management Partners operates in Canada, as it is a Canadian-based investment management firm specializing in alternative investment strategies.",,,https://www.google.com/search?q=Polar%20Asset%20Management%20Partners+careers
